fecha,region,real,ARIMA/SARIMA seleccionado,Seasonal naïve,Suavizamiento exponencial simple,Holt-Winters,Prophet
2025-10-01,América Del Norte,58936.753242921244,25493.781563559292,1831.278443106,16508.650673630218,7591.7685259511645,0.0
2025-11-01,América Del Norte,73826.48112406474,25493.76820545656,12742.0,16508.650673630218,12003.54473941216,0.0
2025-12-01,América Del Norte,98379.80523723102,25493.75725267149,13549.0,16508.650673630218,25566.020738890664,0.0
2026-01-01,América Del Norte,73593.52143810508,25493.748272091394,13870.0,16508.650673630218,15574.002172065811,0.0
2026-02-01,América Del Norte,70561.89285714286,25493.740908592183,7313.0,16508.650673630218,14326.097606622428,0.0
2026-03-01,América Del Norte,91979.38491444387,25493.734870995107,25250.0,16508.650673630218,23754.717995830466,0.0
2026-04-01,América Del Norte,69651.81522507363,25493.729920552556,0.0,16508.650673630218,13295.954351960307,0.0
2026-05-01,América Del Norte,67069.11018582762,25493.725861506817,0.0,16508.650673630218,9637.353557407027,0.0
2026-06-01,América Del Norte,74834.618172677,25493.722533349297,0.0,16508.650673630218,22962.205662350534,0.0
2021-04-01,Europa,1957.1727574750762,3497.9727469848804,0.0,2183.7308570254672,0.0,2875.3164518165154
2021-05-01,Europa,2150.0,3807.661536657728,0.0,2183.7308570254672,0.0,1985.6749864818378
2021-06-01,Europa,2099.0,4090.6973310209087,0.0,2183.7308570254672,0.0,1675.7937763363805
2021-07-01,Europa,2456.0,4346.266418221952,0.0,2183.7308570254672,130.5540700581409,2404.945259216741
2021-08-01,Europa,2367.0,4574.688131110123,0.0,2183.7308570254672,271.8266237282635,2142.5739162344225
2021-09-01,Europa,1816.0,4777.089963018628,22.0,2183.7308570254672,0.0,1199.148750156227
2021-10-01,Europa,3245.0,4955.1307481155545,202.14656290102596,2183.7308570254672,0.0,1302.9294120971094
2021-11-01,Europa,5746.0,5110.7785575632915,1461.0,2183.7308570254672,2324.551243505519,1554.7906943593177
2021-12-01,Europa,8958.21739130434,5246.141458977741,1008.0,2183.7308570254672,599.0563266601691,1040.8150637808858
2022-01-01,Europa,8829.0,5363.344809096676,2128.0,2183.7308570254672,2105.454382372258,894.3993576760816
2022-02-01,Europa,9011.0,5464.446992574153,946.0,2183.7308570254672,2550.9696843612787,592.5132717498717
2022-03-01,Europa,10288.0,5551.385417418745,2511.1132655151227,2183.7308570254672,2137.2223855132024,280.5057561661751
2022-04-01,Europa,11837.0,5625.945359204302,0.0,2183.7308570254672,0.0,0.0
2022-05-01,Europa,7827.0,5689.745405055777,0.0,2183.7308570254672,0.0,0.0
2022-06-01,Europa,5841.0,5744.234480436642,0.0,2183.7308570254672,0.0,0.0
2022-07-01,Europa,10376.0,5790.696583764527,0.0,2183.7308570254672,130.55364199356728,0.0
2022-08-01,Europa,11412.0,5830.260333100425,0.0,2183.7308570254672,271.82623392475006,0.0
2022-09-01,Europa,6998.0,5863.911226357854,22.0,2183.7308570254672,0.0,0.0
2022-10-01,Europa,9073.0,5892.505141125233,202.14656290102596,2183.7308570254672,0.0,0.0
2022-11-01,Europa,20420.0,5916.782074868418,1461.0,2183.7308570254672,2324.5509491615544,0.0
2022-12-01,Europa,12829.0,5937.379477573829,1008.0,2183.7308570254672,599.0560586251144,0.0
2023-01-01,Europa,13967.67045045045,5954.844782547294,2128.0,2183.7308570254672,2105.4541382945827,0.0
2023-02-01,Europa,15507.741078651703,5969.646919728681,946.0,2183.7308570254672,2550.969462099636,0.0
2023-03-01,Europa,17234.144163381854,5982.18671828717,2511.1132655151227,2183.7308570254672,2137.222183117642,0.0
2023-04-01,Europa,14254.783529445063,5992.8061863877665,0.0,2183.7308570254672,0.0,0.0
2023-05-01,Europa,9737.398565443464,6001.79670744583,0.0,2183.7308570254672,0.0,0.0
2023-06-01,Europa,7405.357142857143,6009.406222670812,0.0,2183.7308570254672,0.0,0.0
2023-07-01,Europa,9324.0,6015.845485738658,0.0,2183.7308570254672,130.55350282318193,0.0
2023-08-01,Europa,12202.287448233263,6021.293481759888,0.0,2183.7308570254672,271.8261071936247,0.0
2023-09-01,Europa,6954.275298758103,6025.90210272384,22.0,2183.7308570254672,0.0,0.0
2023-10-01,Europa,8852.71942020386,6029.800167695807,202.14656290102596,2183.7308570254672,0.0,0.0
2023-11-01,Europa,16684.333029931116,6033.096869882833,1461.0,2183.7308570254672,2324.5508534657984,0.0
2023-12-01,Europa,13745.922191545675,6035.884725394427,1008.0,2183.7308570254672,599.0559714827901,0.0
2024-01-01,Europa,15782.69696969697,6038.242090851364,2128.0,2183.7308570254672,2105.4540589411713,0.0
2024-02-01,Europa,19031.18935235288,6040.235309416199,946.0,2183.7308570254672,2550.969389838953,0.0
2024-03-01,Europa,17712.824049383435,6041.920537622626,2511.1132655151227,2183.7308570254672,2137.222117315728,0.0
2024-04-01,Europa,13101.103428950486,6043.34529872786,0.0,2183.7308570254672,0.0,0.0
2024-05-01,Europa,9831.822660929254,6044.549802278958,0.0,2183.7308570254672,0.0,0.0
2024-06-01,Europa,7704.626441205853,6045.5680641892795,0.0,2183.7308570254672,0.0,0.0
2024-07-01,Europa,13120.95633530143,6046.428856849581,0.0,2183.7308570254672,130.55345757674638,0.0
2024-08-01,Europa,14104.951861028403,6047.156514613051,0.0,2183.7308570254672,271.8260659913841,0.0
2024-09-01,Europa,7823.7,6047.771616346842,22.0,2183.7308570254672,0.0,0.0
2024-10-01,Europa,12275.3759571865,6048.291563582299,202.14656290102596,2183.7308570254672,0.0,0.0
2024-11-01,Europa,19800.69115285899,6048.7310700686185,1461.0,2183.7308570254672,2324.5508223536344,0.0
2024-12-01,Europa,16340.19678948498,6049.102576189604,1008.0,2183.7308570254672,599.0559431514785,0.0
2025-01-01,Europa,17867.352185698226,6049.416599691807,2128.0,2183.7308570254672,2105.4540331421554,0.0
2025-02-01,Europa,19359.484355323595,6049.682032452319,946.0,2183.7308570254672,2550.969366345892,0.0
2025-03-01,Europa,18719.98492418536,6049.906391545447,2511.1132655151227,2183.7308570254672,2137.222095922513,0.0
2025-04-01,Europa,14988.54023056482,6050.09603161565,0.0,2183.7308570254672,0.0,0.0
2025-05-01,Europa,9765.477667851861,6050.256324498384,0.0,2183.7308570254672,0.0,0.0
2025-06-01,Europa,7502.44197975448,6050.391811124391,0.0,2183.7308570254672,0.0,0.0
2025-07-01,Europa,14115.050901149934,6050.506329973115,0.0,2183.7308570254672,130.55344286643333,0.0
2025-08-01,Europa,14330.169898699036,6050.603125687725,0.0,2183.7308570254672,271.8260525959011,0.0
2025-09-01,Europa,7069.12228049728,6050.684940909858,22.0,2183.7308570254672,0.0,0.0
2025-10-01,Europa,11742.760792540792,6050.754093922578,202.14656290102596,2183.7308570254672,0.0,0.0
2025-11-01,Europa,22824.349925127284,6050.8125442917235,1461.0,2183.7308570254672,2324.550812238591,0.0
2025-12-01,Europa,17977.19796034595,6050.861948358799,1008.0,2183.7308570254672,599.0559339405328,0.0
2026-01-01,Europa,19157.9054083127,6050.903706152861,2128.0,2183.7308570254672,2105.454024754498,0.0
2026-02-01,Europa,20117.64108533653,6050.93900104729,946.0,2183.7308570254672,2550.969358707936,0.0
2026-03-01,Europa,21565.286411718895,6050.968833282765,2511.1132655151227,2183.7308570254672,2137.222088967249,0.0
2026-04-01,Europa,15281.335701002256,6050.994048304565,0.0,2183.7308570254672,0.0,0.0
2026-05-01,Europa,10869.584810481276,6051.015360716012,0.0,2183.7308570254672,0.0,0.0
2026-06-01,Europa,7855.77040513175,6051.033374525987,0.0,2183.7308570254672,0.0,0.0
